roomNumber;dayOfWeek;block;capacity;floor;resourceId;detailCodes
R-052;wednesday;A;70;;R-052_wednesday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;B;70;;R-052_friday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;B;70;;R-052_monday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;B;70;;R-052_saturday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;B;70;;R-052_sunday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;thursday;B;70;;R-052_thursday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;B;70;;R-052_tuesday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;B;70;;R-052_wednesday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;C;70;;R-052_friday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;C;70;;R-052_monday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;C;70;;R-052_saturday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;C;70;;R-052_sunday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;C;70;;R-052_tuesday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;C;70;;R-052_wednesday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;D;70;;R-052_friday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;D;70;;R-052_monday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;D;70;;R-052_saturday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;D;70;;R-052_sunday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;thursday;D;70;;R-052_thursday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;D;70;;R-052_tuesday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;D;70;;R-052_wednesday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;E;70;;R-052_friday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;E;70;;R-052_monday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;E;70;;R-052_saturday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;E;70;;R-052_sunday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;thursday;E;70;;R-052_thursday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;E;70;;R-052_tuesday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;E;70;;R-052_wednesday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;F;70;;R-052_friday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;F;70;;R-052_monday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;F;70;;R-052_saturday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;F;70;;R-052_sunday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;thursday;F;70;;R-052_thursday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;F;70;;R-052_tuesday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;F;70;;R-052_wednesday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;friday;G;70;;R-052_friday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;monday;G;70;;R-052_monday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;saturday;G;70;;R-052_saturday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;sunday;G;70;;R-052_sunday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;thursday;G;70;;R-052_thursday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;tuesday;G;70;;R-052_tuesday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-052;wednesday;G;70;;R-052_wednesday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMMR
R-053;friday;A;90;;R-053_friday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;A;90;;R-053_monday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;A;90;;R-053_saturday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;A;90;;R-053_sunday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;A;90;;R-053_thursday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;A;90;;R-053_tuesday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;A;90;;R-053_wednesday_A;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;B;90;;R-053_friday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;B;90;;R-053_monday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;B;90;;R-053_saturday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;B;90;;R-053_sunday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;B;90;;R-053_thursday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;B;90;;R-053_tuesday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;B;90;;R-053_wednesday_B;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;C;90;;R-053_friday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;C;90;;R-053_monday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;C;90;;R-053_saturday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;C;90;;R-053_sunday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;C;90;;R-053_tuesday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;C;90;;R-053_wednesday_C;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;D;90;;R-053_friday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;D;90;;R-053_monday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;D;90;;R-053_saturday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;D;90;;R-053_sunday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;D;90;;R-053_thursday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;D;90;;R-053_tuesday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;D;90;;R-053_wednesday_D;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;E;90;;R-053_friday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;E;90;;R-053_monday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;E;90;;R-053_saturday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;E;90;;R-053_sunday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;E;90;;R-053_thursday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;E;90;;R-053_tuesday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;E;90;;R-053_wednesday_E;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;F;90;;R-053_friday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;F;90;;R-053_monday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;F;90;;R-053_saturday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;F;90;;R-053_sunday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;F;90;;R-053_thursday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;F;90;;R-053_tuesday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;F;90;;R-053_wednesday_F;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;friday;G;90;;R-053_friday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;monday;G;90;;R-053_monday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;saturday;G;90;;R-053_saturday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;sunday;G;90;;R-053_sunday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;thursday;G;90;;R-053_thursday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;tuesday;G;90;;R-053_tuesday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-053;wednesday;G;90;;R-053_wednesday_G;ACAS,ACES,AUDA,DATA,LING,TMAN,TMSU
R-054;friday;A;148;;R-054_friday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;A;148;;R-054_monday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;A;148;;R-054_saturday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;A;148;;R-054_sunday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;A;148;;R-054_thursday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;A;148;;R-054_tuesday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;A;148;;R-054_wednesday_A;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;B;148;;R-054_friday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;B;148;;R-054_monday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;B;148;;R-054_saturday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;B;148;;R-054_sunday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;B;148;;R-054_thursday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;B;148;;R-054_tuesday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;B;148;;R-054_wednesday_B;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;C;148;;R-054_friday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;C;148;;R-054_monday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;C;148;;R-054_saturday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;C;148;;R-054_sunday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;C;148;;R-054_tuesday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;C;148;;R-054_wednesday_C;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;D;148;;R-054_friday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;D;148;;R-054_monday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;D;148;;R-054_saturday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;D;148;;R-054_sunday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;D;148;;R-054_thursday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;D;148;;R-054_tuesday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;D;148;;R-054_wednesday_D;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;E;148;;R-054_friday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;E;148;;R-054_monday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;E;148;;R-054_saturday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;E;148;;R-054_sunday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;E;148;;R-054_thursday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;E;148;;R-054_tuesday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;E;148;;R-054_wednesday_E;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;F;148;;R-054_friday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;F;148;;R-054_monday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;F;148;;R-054_saturday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;F;148;;R-054_sunday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;F;148;;R-054_thursday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;F;148;;R-054_tuesday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;F;148;;R-054_wednesday_F;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;friday;G;148;;R-054_friday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;monday;G;148;;R-054_monday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;saturday;G;148;;R-054_saturday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;sunday;G;148;;R-054_sunday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;thursday;G;148;;R-054_thursday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;tuesday;G;148;;R-054_tuesday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-054;wednesday;G;148;;R-054_wednesday_G;ACSR,ANFI,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;A;148;;R-055_friday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;A;148;;R-055_monday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;A;148;;R-055_saturday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;A;148;;R-055_sunday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;A;148;;R-055_thursday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;A;148;;R-055_tuesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;A;148;;R-055_wednesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;B;148;;R-055_friday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;B;148;;R-055_monday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;B;148;;R-055_saturday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;B;148;;R-055_sunday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;B;148;;R-055_thursday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;B;148;;R-055_tuesday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;B;148;;R-055_wednesday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;C;148;;R-055_friday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;C;148;;R-055_monday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;C;148;;R-055_saturday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;C;148;;R-055_sunday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;C;148;;R-055_tuesday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;C;148;;R-055_wednesday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;D;148;;R-055_friday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;D;148;;R-055_monday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;D;148;;R-055_saturday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;D;148;;R-055_sunday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;D;148;;R-055_thursday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;D;148;;R-055_tuesday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;D;148;;R-055_wednesday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;E;148;;R-055_friday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;E;148;;R-055_monday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;E;148;;R-055_saturday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;E;148;;R-055_sunday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;E;148;;R-055_thursday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;E;148;;R-055_tuesday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;E;148;;R-055_wednesday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;F;148;;R-055_friday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;F;148;;R-055_monday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;F;148;;R-055_saturday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;F;148;;R-055_sunday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;F;148;;R-055_thursday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;F;148;;R-055_tuesday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;F;148;;R-055_wednesday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;friday;G;148;;R-055_friday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;monday;G;148;;R-055_monday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;saturday;G;148;;R-055_saturday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;sunday;G;148;;R-055_sunday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;thursday;G;148;;R-055_thursday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;tuesday;G;148;;R-055_tuesday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-055;wednesday;G;148;;R-055_wednesday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;A;125;;R-056_friday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;A;125;;R-056_monday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;A;125;;R-056_saturday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;A;125;;R-056_sunday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;A;125;;R-056_thursday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;A;125;;R-056_tuesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;A;125;;R-056_wednesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;B;125;;R-056_friday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;B;125;;R-056_monday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;B;125;;R-056_saturday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;B;125;;R-056_sunday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;B;125;;R-056_thursday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;B;125;;R-056_tuesday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;B;125;;R-056_wednesday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;C;125;;R-056_friday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;C;125;;R-056_monday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;C;125;;R-056_saturday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;C;125;;R-056_sunday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;C;125;;R-056_tuesday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;C;125;;R-056_wednesday_C;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;D;125;;R-056_friday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;D;125;;R-056_monday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;D;125;;R-056_saturday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;D;125;;R-056_sunday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;D;125;;R-056_thursday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;D;125;;R-056_tuesday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;D;125;;R-056_wednesday_D;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;E;125;;R-056_friday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;E;125;;R-056_monday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;E;125;;R-056_saturday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;E;125;;R-056_sunday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;E;125;;R-056_thursday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;E;125;;R-056_tuesday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;E;125;;R-056_wednesday_E;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;F;125;;R-056_friday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;F;125;;R-056_monday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;F;125;;R-056_saturday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;F;125;;R-056_sunday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;F;125;;R-056_thursday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;F;125;;R-056_tuesday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;F;125;;R-056_wednesday_F;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;friday;G;125;;R-056_friday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;monday;G;125;;R-056_monday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;saturday;G;125;;R-056_saturday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;sunday;G;125;;R-056_sunday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;thursday;G;125;;R-056_thursday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;tuesday;G;125;;R-056_tuesday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-056;wednesday;G;125;;R-056_wednesday_G;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;friday;A;125;;R-057_friday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;monday;A;125;;R-057_monday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;saturday;A;125;;R-057_saturday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;sunday;A;125;;R-057_sunday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;thursday;A;125;;R-057_thursday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;tuesday;A;125;;R-057_tuesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;wednesday;A;125;;R-057_wednesday_A;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;friday;B;125;;R-057_friday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
R-057;monday;B;125;;R-057_monday_B;ACSR,ANFI,AUDA,COMP,DATA,ESTA,TAUT,TMMF
